"","X","Site","Year","ID","Attempt","Nest_Fate","age","Date_Incubation","Date_Failure","Comments","unique_ID","tph","gc","cc","maxveg","avgveg","voveg","Died_Nesting","Nest_Random","site"
"2171",727,"CC","2021","47490",1,"0",NA,"4/12/2021","5/4/2021","Predation"," 1 0",NA,10,100,41.8,190,72.5,"N",0,"CC"
"2181",728,"CC","2021","47469",1,"1",NA,"4/2/2021","4/30/2021",NA," 1 1",NA,15,100,87.4,102.5,32.5,"N",0,"CC"
"2191",729,"CC","2021","47470",1,"0",NA,"5/6/2021","5/26/2021","Predation"," 1 0",NA,0,83,0.8,157.5,72.5,"N",0,"CC"
"2201",730,"CC","2021","47475",1,"1",NA,"4/4/2021","5/1/2021",NA," 1 1",NA,8,94,73.6,200,117.5,"N",0,"CC"
"2221",832,"CC","2022","9531",1,"0",NA,"3/31/2022","4/3/2022","predator"," 1 0",0,87,0,12.5,12.5,12.5,"N",0,"CC"
"2231",833,"CC","2022","47673",1,"0",NA,"4/4/2022","4/11/2022","predator"," 1 0",26,97,85.6,12.5,12.5,12.5,"N",0,"CC"
"2241",834,"CC","2022","9525",1,"1",NA,"4/4/2022","5/2/2022","hatch"," 1 1",18,NA,80,195,45,35,"N",0,"CC"
"2251",835,"CC","2022","9516",1,"0",NA,"4/6/2022","4/17/2022","predator"," 1 0",4,100,62.8,200,140,117.5,"N",0,"CC"
"2261",836,"CC","2022","9520",1,"1",NA,"4/7/2022","5/6/2022","hatch"," 1 1",5,79,36.8,180,125,20,"N",0,"CC"
"2271",839,"CC","2022","10279",1,"0",NA,"4/12/2022","4/18/2022","predator"," 1 0",10,96,80.2,195,90,27.5,"N",0,"CC"
"2281",841,"CC","2022","9519",1,"0",NA,"4/14/2022","4/17/2022","predator"," 1 0",13,100,88.2,22.5,15,10,"N",0,"CC"
"2291",842,"CC","2022","9527",1,"0",NA,"4/14/2022","4/23/2022","predator"," 1 0",24,99,86.8,90,37.5,25,"N",0,"CC"
"2301",843,"CC","2022","9522",1,"0",NA,"4/15/2022","4/18/2022","predator"," 1 0",15,99,85.2,165,125,50,"N",0,"CC"
"2311",846,"CC","2022","9526",1,"1",NA,"4/19/2022","5/18/2022","hatch"," 1 1",15,99,70.6,200,82.5,30,"N",0,"CC"
"2321",847,"CC","2022","9533",1,"1",NA,"4/20/2022","5/18/2022","hatch"," 1 1",17,100,83.4,200,140,22.5,"N",0,"CC"
"2331",848,"CC","2022","10280",1,"0",NA,"4/21/2022","5/7/2022","predator"," 1 0",4,75,48,135,42.5,52.5,"N",0,"CC"
"2341",849,"CC","2022","10296",1,"0",NA,"4/23/2022","5/7/2022","abandoned"," 1 0",4,93,53.2,145,20,17.5,"N",0,"CC"
"2351",852,"CC","2022","47673",2,"0",NA,"5/5/2022","5/13/2022","predator"," 2 0",12,75,92.6,150,35,12.5,"N",0,"CC"
"2361",853,"CC","2022","10279",2,"0",NA,"5/7/2022","6/3/2022","predator"," 2 0",25,98,78.8,200,85,22.5,"N",0,"CC"
"2371",854,"CC","2022","10278",1,"0",NA,"5/8/2022","5/15/2022","predator"," 1 0",11,91,60.8,200,72.5,87.5,"Y",0,"CC"
"2381",855,"CC","2022","9519",2,"1",NA,"5/9/2022","6/6/2022","hatch"," 2 1",16,88,86.2,175,102.5,25,"N",0,"CC"
"2391",856,"CC","2022","9522",2,"0",NA,"5/10/2022","5/15/2022","predator"," 2 0",NA,NA,85,11.25,147.5,87.5,"N",0,"CC"
"2401",857,"CC","2022","10292",1,"0",NA,"5/12/2022","5/16/2022","predator"," 1 0",13,94,79,200,47.5,22.5,"N",0,"CC"
"2411",858,"CC","2022","10273",1,"0",NA,"5/12/2022","5/20/2022","U"," 1 0",7,92,59.2,200,70,122.5,"N",0,"CC"
"2421",859,"CC","2022","10293",2,"0",NA,"5/18/2022","6/2/2022","predator"," 2 0",3,87,54.2,200,97.5,75,"N",0,"CC"
"2431",861,"CC","2022","10280",2,"1",NA,"6/3/2022","6/30/2022","hatch"," 2 1",7,97,58.4,190,70,80,"N",0,"CC"
"2441",862,"CC","2022","47673",3,"0",NA,"6/5/2022","7/2/2022","predator"," 3 0",9,99,87.2,200,52.5,25,"N",0,"CC"
"2451",863,"CC","2022","10278",2,"0",NA,"6/6/2022","6/8/2022","predator"," 2 0",9,100,78,160,20,12.5,"Y",0,"CC"
"246",865,"CC","2022","10292",2,"0",NA,"6/14/2022","7/7/2022","predator"," 2 0",30,94,70.2,147.5,32.5,17.5,"N",0,"CC"
"2471",1073,"CC","2023","11569",1,"0",NA,"3/26/2023","4/17/2023","predation"," 1 0",11,98,75.8,27.5,27.5,17.5,"N",0,"CC"
"2481",1074,"CC","2023","11493",1,"0",NA,"3/28/2023","4/5/2023","predation"," 1 0",8,100,86.8,125,72.5,55,"Y",0,"CC"
"2491",1075,"CC","2023","11239",1,"0",NA,"3/29/2023","4/4/2023","predation"," 1 0",0,100,85,200,170,117.5,"Y",0,"CC"
"2501",1076,"CC","2023","11538",1,"0",NA,"4/3/2023","4/10/2023","predation"," 1 0",13,100,90.2,152.5,80,35,"N",0,"CC"
"2511",1077,"CC","2023","11498",1,"1",NA,"4/4/2023","5/2/2023","hatch"," 1 1",12,100,95.4,200,120,22.5,"N",0,"CC"
"2521",1078,"CC","2023","11531",1,"0",NA,"4/5/2023","4/8/2023","predation"," 1 0",1,100,76.8,195,92.5,60,"N",0,"CC"
"2531",1079,"CC","2023","11502",1,"0",NA,"4/7/2023","4/14/2023","predation"," 1 0",6,NA,88.6,200,37.5,25,"Y",0,"CC"
"254",1080,"CC","2023","11500",1,"0",NA,"4/7/2023","4/10/2023","predation"," 1 0",7,100,90.6,132.5,30,15,"N",0,"CC"
"2551",1081,"CC","2023","11495",1,"0",NA,"4/10/2023","4/19/2023","predation"," 1 0",11,100,90.8,152.5,72.5,20,"N",0,"CC"
"256",1082,"CC","2023","11491",1,"0",NA,"4/10/2023","4/17/2023","predation"," 1 0",6,79,82.6,200,117.5,45,"N",0,"CC"
"2571",1083,"CC","2023","11532",1,"0",NA,"4/12/2023","4/14/2023","predation"," 1 0",16,100,89.8,115,62.5,20,"N",0,"CC"
"2581",1084,"CC","2023","11233",1,"0",NA,"4/12/2023","4/15/2023","predation"," 1 0",11,100,95,95,20,12.5,"N",0,"CC"
"259",1085,"CC","2023","11238",1,"0",NA,"4/13/2023","4/21/2023","predation"," 1 0",12,100,67,180,60,17.5,"N",0,"CC"
"2601",1086,"CC","2023","11238",1,"0",NA,"4/13/2023","4/21/2023","predation"," 1 0",12,99,67,180,60,17.5,"N",0,"CC"
"2611",1087,"CC","2023","11535",1,"0",NA,"4/13/2023","4/26/2023","predation"," 1 0",0,100,0,197.5,42.5,25,"Y",0,"CC"
"2621",1088,"CC","2023","11506",1,"1",NA,"4/15/2023","5/13/2023","hatch"," 1 1",13,100,95.8,155,97.5,27.5,"N",0,"CC"
"2631",1089,"CC","2023","11236",1,"0",NA,"4/15/2023","4/16/2023","predation"," 1 0",9,97,93.6,200,117.5,17.5,"N",0,"CC"
"2641",1090,"CC","2023","11508",1,"0",NA,"4/16/2023","5/1/2023","predation"," 1 0",14,100,88.4,32.5,20,17.5,"N",0,"CC"
"2651",1091,"CC","2023","11192",1,"1",NA,"4/17/2023","5/13/2023","hatch"," 1 1",11,100,92.2,140,90,22.5,"N",0,"CC"
"2661",1092,"CC","2023","11489",1,"0",NA,"4/18/2023","5/2/2023","predation"," 1 0",7,NA,73.8,192.5,137.5,62.5,"N",0,"CC"
"2671",1093,"CC","2023","11501",1,"0",NA,"4/18/2023","5/4/2023","predation"," 1 0",11,100,92.8,200,90,40,"N",0,"CC"
"2681",1094,"CC","2023","11570",1,"1",NA,"4/21/2023","5/16/2023","hatch"," 1 1",15,100,80.6,175,120,42.5,"N",0,"CC"
"2691",1095,"CC","2023","11195",1,"1",NA,"4/23/2023","5/21/2023","hatch"," 1 1",10,100,96,182.5,120,20,"N",0,"CC"
"2701",1096,"CC","2023","11494",1,"0",NA,"4/25/2023","4/30/2023","predation"," 1 0",5,100,74.4,180,102.5,50,"Y",0,"CC"
"2711",1097,"CC","2023","11199",1,"0",NA,"4/28/2023","5/5/2023","predation"," 1 0",6,80,86,130,70,22.5,"N",0,"CC"
"2721",1098,"CC","2023","11538",2,"1",NA,"5/8/2023","6/5/2023","hatch"," 2 1",13,100,94.8,200,140,35,"N",0,"CC"
"2731",1099,"CC","2023","11502",2,"0",NA,"5/9/2023","6/1/2023","predation"," 2 0",10,100,87.2,162.5,92.5,35,"Y",0,"CC"
"2741",1100,"CC","2023","11531",2,"0",NA,"5/9/2023","5/13/2023","predation"," 2 0",8,88,83.8,200,140,125,"N",0,"CC"
"2751",1101,"CC","2023","11491",2,"0",NA,"5/12/2023","5/18/2023","predation"," 2 0",0,98,15.8,162.5,112.5,102.5,"N",0,"CC"
"2761",1102,"CC","2023","11495",2,"0",NA,"5/17/2023","6/16/2023","abandoned"," 2 0",14,100,95.8,87.5,20,17.5,"N",0,"CC"
"2771",1103,"CC","2023","11569",2,"0",NA,NA,"5/24/2023","predation"," 2 0",8,100,96,155,92.5,15,"N",0,"CC"
"2781",1104,"CC","2023","11531",3,"0",NA,"6/4/2023","6/18/2023","predation"," 3 0",17,100,87.4,200,77.5,67.5,"N",0,"CC"
"2791",1105,"CC","2023","11532",2,"0",NA,"6/9/2023","6/13/2023","predation"," 2 0",12,100,89,90,45,22.5,"N",0,"CC"
"2801",1106,"CC","2023","11569",3,"0",NA,"6/11/2023","6/26/2023","predation"," 3 0",13,100,94.8,157.5,110,77.5,"N",0,"CC"
"2811",1107,"CC","2023","11491",3,"0",NA,"6/13/2023","7/9/2023","predation"," 3 0",0,64,0,70,42.5,40,"N",0,"CC"
"2821",622,"SELA","2020","46949",1,"1",NA,"4/15/2020","5/13/2020",NA," 1 1",0,80,79.4,195,157.5,122.5,"N",0,"SELA"
"2831",623,"SELA","2020","46949",2,"0",NA,"6/22/2020","6/23/2020",NA," 2 0",0,91,57.6,165,95,75,"N",0,"SELA"
"2841",624,"SELA","2020","46881",1,"0",NA,"5/4/2020","5/15/2020","Predation"," 1 0",7,93,41.4,170,80,97.5,"Y",0,"SELA"
"2851",625,"SELA","2020","46901",1,"1",NA,"4/26/2020","5/24/2020",NA," 1 1",39,0,4.8,187.5,102.5,57.5,"N",0,"SELA"
"2861",626,"SELA","2020","46955",1,"1",NA,"4/10/2020","5/8/2020",NA," 1 1",47,96,4.8,200,72.5,25,"N",0,"SELA"
"2871",627,"SELA","2020","46923",1,"0",NA,"5/4/2020","6/1/2020","Abandonment"," 1 0",2,94,34.6,197.5,162.5,177.5,"N",0,"SELA"
"2881",628,"SELA","2020","46964",1,"1",NA,"4/30/2020","5/28/2020",NA," 1 1",5,94,56.8,162.5,102.5,90,"N",0,"SELA"
"289",629,"SELA","2020","46899",1,"1",NA,"4/18/2020","5/16/2020",NA," 1 1",18,98,8.4,110,70,57.5,"N",0,"SELA"
"2901",630,"SELA","2020","46935",1,"1",NA,"4/18/2020","5/16/2020",NA," 1 1",7,0,70.5,180,170,140,"N",0,"SELA"
"2911",631,"SELA","2020","46882",1,"1",NA,"4/15/2020","5/13/2020",NA," 1 1",0,0,0,67.5,47.5,37.5,"N",0,"SELA"
"2921",632,"SELA","2020","46924",1,"0",NA,"4/8/2020","4/13/2020","UNK"," 1 0",NA,NA,NA,NA,NA,NA,"N",0,"SELA"
"2931",633,"SELA","2020","46924",2,"0",NA,"5/16/2020","6/1/2020","Abandonment"," 2 0",43,0,0,182.5,120,52.5,"N",0,"SELA"
"2941",634,"SELA","2020","46893",1,"0",NA,"4/17/2020","4/26/2020","Abandonment"," 1 0",6,100,91.8,187.5,92.5,82.5,"N",0,"SELA"
"2951",635,"SELA","2020","46906",1,"1",NA,"4/12/2020","5/10/2020",NA," 1 1",24,85,30,72.5,35,42.5,"N",0,"SELA"
"2961",636,"SELA","2020","46944",1,"1",NA,"5/10/2020","6/7/2020",NA," 1 1",59,0,15,200,57.5,37.5,"N",0,"SELA"
"2971",637,"SELA","2020","46920",1,"0",NA,"4/18/2020","5/4/2020","Predation"," 1 0",29,0,4,195,107.5,82.5,"Y",0,"SELA"
"2981",638,"SELA","2020","46954",1,"1",NA,"4/15/2020","5/13/2020",NA," 1 1",8,0,55.4,200,115,165,"N",0,"SELA"
"2991",639,"SELA","2020","46929",1,"0",NA,"4/24/2020","4/26/2020","Abandonment"," 1 0",3,90,96,120,97.5,87.5,"N",0,"SELA"
"3001",640,"SELA","2020","46929",2,"1",NA,"6/6/2020","7/4/2020",NA," 2 1",7,96,67.6,140,85,67.5,"N",0,"SELA"
"3011",641,"SELA","2020","46896",1,"1",NA,"5/5/2020","6/2/2020",NA," 1 1",0,0,93.4,147.5,97.5,92.5,"N",0,"SELA"
"3021",642,"SELA","2020","46945",1,"1",NA,"4/25/2020","5/23/2020",NA," 1 1",0,99,37.2,190,137.5,102.5,"N",0,"SELA"
"3031",643,"SELA","2020","46930",1,"1",NA,"4/12/2020","5/10/2020",NA," 1 1",19,90,23.8,147.5,72.5,40,"N",0,"SELA"
"3041",644,"SELA","2020","46892",1,"0",NA,"4/24/2020","4/25/2020","Abandonment"," 1 0",1,96,95,167.5,87.5,52.5,"N",0,"SELA"
"3051",645,"SELA","2020","46892",2,"0",NA,"5/9/2020","6/4/2020","Abandonment"," 2 0",0,87,74.4,140,135,152.5,"N",0,"SELA"
"3061",646,"SELA","2020","46922",1,"1",NA,"4/4/2020","5/2/2020",NA," 1 1",10,93,73.6,135,72.5,127.5,"N",0,"SELA"
"3071",647,"SELA","2020","46883",1,"1",NA,"4/6/2020","5/4/2020",NA," 1 1",1,41,96,0,0,0,"N",0,"SELA"
"3091",649,"SELA","2020","46943",1,"1",NA,"4/13/2020","5/11/2020",NA," 1 1",0,0,91.6,167.5,107.5,77.5,"N",0,"SELA"
"3101",650,"SELA","2020","46914",1,"1",NA,"4/13/2020","5/11/2020",NA," 1 1",0,94,77.6,200,140,125,"N",0,"SELA"
"3111",651,"SELA","2020","46880",1,"0",NA,"5/3/2020","5/31/2020","Abandonment"," 1 0",14,36,53.8,137.5,40,10,"N",0,"SELA"
"3131",653,"SELA","2020","46887",1,"0",NA,"3/31/2020","4/22/2020","Abandonment"," 1 0",5,76,56.4,87.5,60,37.5,"N",0,"SELA"
"3141",654,"SELA","2020","46948",1,"0",NA,"4/15/2020","4/22/2020","UNK"," 1 0",1,96,73.6,200,155,160,"N",0,"SELA"
"3151",655,"SELA","2020","46948",2,"0",NA,"5/25/2020","5/27/2020","Abandonment"," 2 0",16,0,0.6,200,190,175,"N",0,"SELA"
"3161",656,"SELA","2020","46891",1,"0",NA,"4/8/2020","4/17/2020","Abandonment"," 1 0",5,79,71.8,192.5,105,132.5,"N",0,"SELA"
"3171",657,"SELA","2020","46891",2,"0",NA,"5/8/2020","5/12/2020","Abandonment"," 2 0",14,0,76.4,135,92.5,90,"N",0,"SELA"
"3181",658,"SELA","2020","46891",3,"0",NA,"5/27/2020","6/13/2020","Abandonment"," 3 0",0,98,96,57.5,42.5,40,"N",0,"SELA"
"3191",659,"SELA","2020","46879",1,"0",NA,"4/29/2020","5/17/2020","Abandonment"," 1 0",4,0,75.6,152.5,117.5,112.5,"N",0,"SELA"
"3201",660,"SELA","2020","46898",1,"0",NA,"4/12/2020","4/17/2020","UNK"," 1 0",1,98,66.4,200,130,165,"N",0,"SELA"
"3211",661,"SELA","2020","46898",2,"0",NA,"5/9/2020","5/27/2020","Abandonment"," 2 0",10,0,10.4,200,177.5,117.5,"N",0,"SELA"
"3221",662,"SELA","2020","46963",1,"0",NA,"4/16/2020","4/21/2020","Predation"," 1 0",21,0,4.2,200,162.5,102,"N",0,"SELA"
"3231",732,"SELA","2021","47322",1,"0",NA,"6/4/2021","6/21/2021","depredation"," 1 0",1,80,99.84,57.5,57.5,57.5,"N",0,"SELA"
"3241",733,"SELA","2021","47306",1,"0",NA,"4/2/2021","4/26/2021","Predation"," 1 0",3,95,59.904,100,71.25,42.5,"Y",0,"SELA"
"3251",734,"SELA","2021","47300",1,"0",NA,"4/23/2021","5/26/2021","abandoned"," 1 0",0,80,99.84,167.5,163.75,160,"N",0,"SELA"
"3261",735,"SELA","2021","47305",1,"1",NA,"4/30/2021","5/28/2021",NA," 1 1",0,97,78.416,130,116.25,102.5,"N",0,"SELA"
"3271",736,"SELA","2021","47309",1,"0",NA,"6/1/2021","6/15/2021","abandoned"," 1 0",NA,NA,NA,NA,NA,NA,"N",0,"SELA"
"3281",737,"SELA","2021","47344",1,"0",NA,"4/29/2021","5/26/2021","Predation"," 1 0",0,94,99.84,182.5,173.75,165,"Y",0,"SELA"
"3301",739,"SELA","2021","47371",1,"1",NA,"4/19/2021","5/16/2021",NA," 1 1",2,100,48.464,195,180,165,"N",0,"SELA"
"3311",740,"SELA","2021","47303",1,"0",NA,"4/15/2021","5/7/2021","abandoned"," 1 0",0,66,94.848,102.5,102.5,102.5,"N",0,"SELA"
"3321",741,"SELA","2021","47361",1,"0",NA,"5/7/2021","5/21/2021","depredation"," 1 0",0,100,84.448,25,20,15,"N",0,"SELA"
"3331",742,"SELA","2021","47349",1,"1",NA,"4/17/2021","5/14/2021",NA," 1 1",0,100,99.84,177.5,150,122.5,"N",0,"SELA"
"3341",743,"SELA","2021","47362",1,"0",NA,"4/1/2021","4/10/2021","UNK"," 1 0",NA,NA,NA,NA,NA,NA,"N",0,"SELA"
"3351",744,"SELA","2021","47313",1,"0",NA,"4/26/2021","5/8/2021","abandoned"," 1 0",0,100,99.84,127.5,107.5,87.5,"N",0,"SELA"
"3361",745,"SELA","2021","47375",1,"0",NA,"4/22/2021","5/15/2021","depredation"," 1 0",0,94,99.84,140,103.75,67.5,"N",0,"SELA"
"3371",746,"SELA","2021","47320",1,"0",NA,"4/17/2021","4/22/2021","predation"," 1 0",0,90,50.544,140,74.25,8.5,"Y",0,"SELA"
"3381",747,"SELA","2021","47327",1,"1",NA,"4/16/2021","5/14/2021",NA," 1 1",6,100,33.28,162.5,86.97,11.44,"N",0,"SELA"
"3391",748,"SELA","2021","47360",1,"0",NA,"4/18/2021","5/3/2021","predation"," 1 0",6,100,50.752,162.5,157.5,152.5,"Y",0,"SELA"
"3401",749,"SELA","2021","47385",1,"0",NA,"4/23/2021","5/3/2021","abandoned"," 1 0",31,100,9.152,155,83.75,12.5,"N",0,"SELA"
"3411",750,"SELA","2021","47385",2,"1",NA,"5/27/2021","6/22/2021",NA," 2 1",0,100,28.288,112.5,78.25,44,"N",0,"SELA"
"3421",751,"SELA","2021","47355",1,"1",NA,"4/28/2021","5/26/2021",NA," 1 1",0,100,99.84,150,131.25,112.5,"N",0,"SELA"
"3431",752,"SELA","2021","47342",1,"0",NA,"5/27/2021","6/14/2021","abandoned"," 1 0",0,100,99.84,137.5,116.25,95,"N",0,"SELA"
"3441",753,"SELA","2021","47312",1,"0",NA,"4/28/2021","5/26/2021","Predation"," 1 0",0,100,99.84,145,121.25,97.5,"Y",0,"SELA"
"3451",754,"SELA","2021","47333",1,"1",NA,"4/24/2021","5/26/2021",NA," 1 1",5,56,57.2,37.5,30,22.5,"N",0,"SELA"
"3461",755,"SELA","2021","47373",1,"0",NA,"4/29/2021","5/4/2021","depredation"," 1 0",2,100,75.088,132.5,112.5,92.5,"N",0,"SELA"
"3471",756,"SELA","2021","47373",2,"0",NA,"5/25/2021","5/31/2021","abandoned"," 2 0",3,100,41.392,175,133.75,92.5,"N",0,"SELA"
"348",757,"SELA","2021","47373",3,"0",NA,"6/25/2021","7/18/2021","abandoned"," 3 0",2,100,99.84,95,106.25,117.5,"N",0,"SELA"
"3491",758,"SELA","2021","47331",1,"1",NA,"4/17/2021","5/16/2021",NA," 1 1",0,78,95.68,117.5,98.75,80,"N",0,"SELA"
"3501",759,"SELA","2021","47301",1,"1",NA,"5/4/2021","5/29/2021",NA," 1 1",17,100,0,120,100,80,"N",0,"SELA"
"3511",760,"SELA","2021","47329",1,"0",NA,"4/16/2021","5/2/2021","predation"," 1 0",1,86,64.064,165,151.25,137.5,"Y",0,"SELA"
"3521",761,"SELA","2021","47358",1,"1",NA,"4/26/2021","5/23/2021",NA," 1 1",10,100,1.872,150,118.75,87.5,"N",0,"SELA"
"3551",764,"SELA","2021","47356",1,"0",NA,"4/25/2021","5/4/2021","abandoned"," 1 0",3,98,4.992,190,151.25,112.5,"N",0,"SELA"
"3561",765,"SELA","2021","47356",2,"0",NA,"5/28/2021","6/7/2021","abandoned"," 2 0",4,100,17.264,110,92.5,75,"N",0,"SELA"
"3571",997,"SELA","2022","47667",1,"unk",NA,"4/28/2022","unk","unk"," 1 unk",NA,NA,NA,NA,NA,NA,"N",0,"SELA"
"3581",998,"SELA","2022","47657",1,"0",NA,"4/9/2022","4/23/2022","unk"," 1 0",NA,NA,NA,NA,NA,NA,"N",0,"SELA"
"3591",999,"SELA","2022","47746",1,"0",NA,"4/18/2022","4/28/2022","predation"," 1 0",7,100,0,8,6.625,5.25,"N",0,"SELA"
"3601",1000,"SELA","2022","47736",1,"1",NA,"4/6/2022","5/3/2022",""," 1 1",10,100,0,9.25,8,6.75,"N",0,"SELA"
"3611",1001,"SELA","2022","47736",2,"1",NA,"6/1/2022","6/27/2022",""," 2 1",0,100,99.84,8.5,7.5,6.5,"N",0,"SELA"
"3621",1002,"SELA","2022","47760",1,"0",NA,"4/5/2022","4/24/2022","site bushhogged"," 1 0",NA,NA,NA,NA,NA,NA,"Y",0,"SELA"
"3631",1003,"SELA","2022","47744",1,"1",NA,"4/12/2022","5/8/2022",""," 1 1",7,100,10.816,15.25,12,8.75,"N",0,"SELA"
"3641",1004,"SELA","2022","47742",1,"0",NA,"5/1/2022","5/11/2022","predation"," 1 0",7,100,9.984,4.5,4.125,3.75,"N",0,"SELA"
"3651",1005,"SELA","2022","47767",1,"0",NA,"4/11/2022","4/16/2022","predation"," 1 0",8,100,11.648,8.5,6.5,4.5,"N",0,"SELA"
"3661",1006,"SELA","2022","47767",2,"1",NA,"5/18/2022","6/14/2022",""," 2 1",2,88,69.888,4,4,4,"N",0,"SELA"
"3671",1007,"SELA","2022","47792",1,"0",NA,"4/9/2022","5/1/2022","site bushhogged"," 1 0",NA,NA,NA,NA,NA,NA,"N",0,"SELA"
"3681",1008,"SELA","2022","47720",1,"1",NA,"4/10/2022","5/6/2022",""," 1 1",13,82,29.536,7.5,6.25,5,"N",0,"SELA"
"3691",1009,"SELA","2022","47794",1,"0",NA,"4/11/2022","4/25/2022","site bushhogged"," 1 0",NA,NA,NA,NA,NA,NA,"N",0,"SELA"
"3701",1010,"SELA","2022","47772",1,"0",NA,"4/18/2022","5/14/2022","abandoned nest"," 1 0",11,100,0,6.5,6.125,5.75,"N",0,"SELA"
"3711",1011,"SELA","2022","47772",2,"0",NA,"5/26/2022","6/21/2022","predation"," 2 0",0,100,99.84,8.25,7.875,7.5,"N",0,"SELA"
"3721",1012,"SELA","2022","47701",1,"0",NA,"4/18/2022","unk","abandoned nest"," 1 0",3,98,47.424,8.5,6,3.5,"N",0,"SELA"
"3731",1013,"SELA","2022","47701",2,"0",NA,"5/29/2022","6/13/2022","predation"," 2 0",0,100,99.84,6.5,5.5,4.5,"N",0,"SELA"
"3741",1014,"SELA","2022","47698",1,"1",NA,"4/7/2022","5/3/2022",""," 1 1",2,100,73.424,10.75,9.375,8,"N",0,"SELA"
"3751",1015,"SELA","2022","47712",1,"0",NA,"4/9/2022","4/13/2022","predation"," 1 0",3,100,26.624,18.25,16.125,14,"N",0,"SELA"
"376",1016,"SELA","2022","47712",2,"1",NA,"5/4/2022","5/30/2022",""," 2 1",14,100,10.816,13,10.125,7.25,"N",0,"SELA"
"3771",1017,"SELA","2022","47711",1,"0",NA,"5/1/2022","5/25/2022","predation"," 1 0",13,90,13.104,15,12.5,10,"Y",0,"SELA"
"3781",1018,"SELA","2022","47749",1,"1",NA,"4/15/2022","5/12/2022",""," 1 1",15,50,0,20,17.625,15.25,"N",0,"SELA"
"3791",1019,"SELA","2022","47763",1,"0",NA,"4/12/2022","4/30/2022","predation"," 1 0",7,100,69.472,7.5,6,4.5,"N",0,"SELA"
"3801",1020,"SELA","2022","47791",1,"1",NA,"4/23/2022","5/20/2022",""," 1 1",0,100,99.84,7,6.5,6,"N",0,"SELA"
"3811",1021,"SELA","2022","47776",1,"1",NA,"4/13/2022","5/9/2022","Predation"," 1 1",18,100,0.832,15.5,12.5,9.5,"Y",0,"SELA"
"3821",1022,"SELA","2022","47721",1,"0",NA,"3/31/2022","4/25/2022","predation"," 1 0",1,100,79.872,11,8.875,6.75,"Y",0,"SELA"
"3831",1023,"SELA","2022","47788",1,"0",NA,"4/21/2022","5/2/2022","predation"," 1 0",11,82,4.992,16.25,12.5,8.75,"N",0,"SELA"
"3841",1024,"SELA","2022","47779",1,"0",NA,"4/17/2022","5/10/2022","predation"," 1 0",10,100,0,13,9,5,"N",0,"SELA"
"3851",1025,"SELA","2022","47728",1,"0",NA,"4/10/2022","5/3/2022","predation"," 1 0",0,100,79.872,12,11.5,11,"Y",0,"SELA"
"3861",1026,"SELA","2022","47710",1,"1",NA,"4/9/2022","5/5/2022",""," 1 1",12,100,0,11.75,9.25,6.75,"N",0,"SELA"
"3871",1027,"SELA","2022","47789",1,"1",NA,"4/8/2022","5/4/2022",""," 1 1",11,100,4.16,16.75,13.625,10.5,"N",0,"SELA"
"3881",1028,"SELA","2022","47727",1,"0",NA,"4/29/2022","5/6/2022","predation"," 1 0",13,100,0.832,13.75,9,4.25,"Y",0,"SELA"
"3891",67,"SLWMA","2015","60163",1,"0",NA,"5/8/2015","5/11/2015",""," 1 0",24,54,85.6,200,43.75,26.25,"N",0,"SLWMA"
"3901",68,"SLWMA","2015","60163",2,"1",NA,"5/27/2015","6/21/2015",""," 2 1",21,63,70.8,106.25,43.75,47.5,"N",0,"SLWMA"
"3911",69,"SLWMA","2015","60165",1,"0",NA,"5/2/2015","5/7/2015",""," 1 0",43,53,88.4,167.5,72.5,82.5,"N",0,"SLWMA"
"3921",70,"SLWMA","2015","60165",2,"0",NA,"5/29/2015","6/23/2015",""," 2 0",8,74,66,107.5,38.75,33.75,"N",0,"SLWMA"
"3931",71,"SLWMA","2015","60168",1,"0",NA,"4/19/2015","4/21/2015",""," 1 0",9,24,89.2,200,177.5,93.75,"N",0,"SLWMA"
"3941",72,"SLWMA","2015","60168",2,"1",NA,"5/7/2015","6/1/2015",""," 2 1",0,61,51.8,55,15,13.75,"N",0,"SLWMA"
"3951",73,"SLWMA","2015","60182",1,"1",NA,"4/13/2015","5/9/2015",""," 1 1",24,58,53.8,97.5,47.5,22.5,"N",0,"SLWMA"
"3961",74,"SLWMA","2015","60161",1,"1",NA,"4/13/2015","5/10/2015",""," 1 1",12,26,73.4,127.5,10,6.25,"N",0,"SLWMA"
"3971",75,"SLWMA","2015","60396",1,"0",NA,"4/13/2015","4/17/2015",""," 1 0",19,42,76.6,93.75,43.75,27.5,"N",0,"SLWMA"
"3981",76,"SLWMA","2015","60396",2,"0",NA,"5/12/2015","5/18/2015",""," 2 0",20,67,74.8,167.5,56.25,60,"N",0,"SLWMA"
"3991",77,"SLWMA","2015","60396",3,"0",NA,"6/10/2015","6/20/2015",""," 3 0",19,31,65,98.75,20,7.5,"N",0,"SLWMA"
"4001",78,"SLWMA","2015","60267",1,"1",NA,"4/18/2015","5/13/2015",""," 1 1",21,24,90.4,67.5,26.25,7.5,"N",0,"SLWMA"
"4011",79,"SLWMA","2015","60392",2,"1",NA,"5/21/2015","6/15/2015",""," 2 1",15,59,50.8,143.75,48.75,61.25,"N",0,"SLWMA"
